YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
87 03 18 20 999 99.0 99.0 99.00 99.00 99.00 999 0998.1  04.7  02.2 999.0 99.0
87 03 18 21 999 99.0 99.0 04.70 16.70 09.80 999 0998.8  02.4  02.2 999.0 99.0
87 03 18 22 999 99.0 99.0 04.30 12.50 09.20 999 0999.3  02.5  02.2 999.0 99.0
87 03 18 23 999 99.0 99.0 04.80 14.30 09.90 999 0999.8  02.5  02.3 999.0 99.0
87 03 19 00 999 99.0 99.0 04.20 12.50 09.20 999 1000.2  02.3  02.3 999.0 99.0
87 03 19 01 999 99.0 99.0 04.70 14.30 09.80 999 1000.5  02.4  02.3 999.0 99.0
87 03 19 02 999 99.0 99.0 04.10 14.30 09.00 999 1000.7  02.5  02.3 999.0 99.0
87 03 19 03 999 99.0 99.0 03.80 14.30 09.10 999 1001.0  02.4  02.3 999.0 99.0
87 03 19 04 999 99.0 99.0 03.90 14.30 09.00 999 1001.3  02.1  02.2 999.0 99.0
87 03 19 05 999 99.0 99.0 03.50 14.30 08.50 999 1001.6  02.2  02.2 999.0 99.0
87 03 19 06 999 99.0 99.0 03.90 12.50 08.90 999 1002.1  02.2  02.2 999.0 99.0
87 03 19 07 999 99.0 99.0 03.60 14.30 08.80 999 1002.7  02.0  02.2 999.0 99.0
87 03 19 08 999 99.0 99.0 03.90 14.30 09.00 999 1003.2  02.1  02.2 999.0 99.0
87 03 19 09 999 99.0 99.0 04.30 14.30 09.50 999 1003.7  02.0  02.2 999.0 99.0
87 03 19 10 999 99.0 99.0 03.30 14.30 08.80 999 1004.3  01.9  02.2 999.0 99.0
87 03 19 11 999 99.0 99.0 03.70 14.30 09.50 999 1004.9  02.0  02.2 999.0 99.0
87 03 19 12 999 99.0 99.0 03.70 14.30 09.10 999 1005.4  01.7  02.2 999.0 99.0
87 03 19 13 999 99.0 99.0 03.50 14.30 08.70 999 1005.8  01.9  02.2 999.0 99.0
87 03 19 14 999 99.0 99.0 03.40 14.30 08.90 999 1006.3  01.8  02.2 999.0 99.0
87 03 19 15 999 99.0 99.0 03.20 14.30 08.70 999 1006.6  01.7  02.2 999.0 99.0
87 03 19 16 999 99.0 99.0 03.30 12.50 08.50 999 1006.7  01.9  02.2 999.0 99.0
87 03 19 17 129 05.7 06.9 03.20 12.50 08.50 999 1006.9  01.6  02.2 999.0 99.0
87 03 19 18 113 06.4 08.9 03.40 12.50 08.90 999 1007.2  01.6  02.2 999.0 99.0
87 03 19 19 109 06.3 07.9 03.10 12.50 08.60 999 1007.4  01.8  02.2 999.0 99.0
87 03 19 20 110 06.7 08.5 03.10 12.50 08.70 999 1007.6  02.0  02.2 999.0 99.0
87 03 19 21 114 07.4 09.5 03.20 12.50 08.80 999 1007.7  02.1  02.2 999.0 99.0
87 03 19 22 112 07.4 09.2 03.00 14.30 08.20 999 1007.5  02.0  02.3 999.0 99.0
87 03 19 23 100 08.1 09.9 03.00 12.50 08.50 999 1006.8  02.4  02.3 999.0 99.0
87 03 20 00 096 09.3 11.7 02.80 12.50 07.70 999 1006.0  02.4  02.3 999.0 99.0
87 03 20 01 101 09.3 11.7 03.10 12.50 08.10 999 1005.6  02.4  02.3 999.0 99.0
87 03 20 02 096 09.7 12.2 02.90 14.30 07.70 999 1004.6  02.5  02.4 999.0 99.0
87 03 20 03 085 09.7 12.3 03.20 12.50 07.90 999 1003.8  02.4  02.4 999.0 99.0
87 03 20 04 082 10.2 13.4 03.00 12.50 07.20 999 1002.9  02.3  02.4 999.0 99.0
87 03 20 05 079 11.4 14.5 02.70 12.50 06.70 999 1001.8  02.3  02.3 999.0 99.0
87 03 20 06 073 13.1 16.7 02.90 12.50 06.40 999 1000.6  02.0  02.3 999.0 99.0
87 03 20 07 070 15.0 18.7 03.00 06.30 06.10 999 0999.9  01.6  02.1 999.0 99.0
87 03 20 08 064 15.2 20.4 03.70 07.10 06.50 999 0999.0  00.4  02.1 999.0 99.0
87 03 20 09 064 17.1 21.8 04.20 09.10 06.90 999 0997.8  01.1  02.1 999.0 99.0
87 03 20 10 059 16.4 21.2 04.70 09.10 07.40 999 0997.1  00.8  02.1 999.0 99.0
87 03 20 11 059 17.4 22.8 05.00 09.10 07.60 999 0996.0  00.2  02.1 999.0 99.0
87 03 20 12 056 17.9 23.9 05.20 10.00 07.60 999 0994.9 -00.1  02.1 999.0 99.0
87 03 20 13 054 17.1 23.3 05.10 10.00 07.60 999 0994.3 -00.3  02.1 999.0 99.0
87 03 20 14 049 19.0 24.1 06.10 11.10 08.30 999 0993.4 -00.6  02.1 999.0 99.0
87 03 20 15 047 18.8 24.4 06.30 11.10 08.40 999 0992.8 -01.1  02.1 999.0 99.0
87 03 20 16 046 18.6 24.9 06.60 11.10 08.80 999 0992.3 -01.6  02.1 999.0 99.0
87 03 20 17 043 18.5 24.5 07.00 11.10 08.70 999 0992.2 -02.0  02.2 999.0 99.0
87 03 20 18 041 17.8 22.6 07.70 11.10 09.30 999 0992.1 -02.3  02.2 999.0 99.0
87 03 20 19 041 19.5 25.6 08.50 12.50 09.60 999 0991.9 -03.1  02.2 999.0 99.0
87 03 20 20 037 19.1 25.0 07.20 12.50 09.10 999 0992.1 -03.5  02.2 999.0 99.0
87 03 20 21 038 19.4 24.3 07.20 12.50 08.90 999 0992.0 -03.9  02.2 999.0 99.0
87 03 20 22 040 18.0 24.7 08.30 12.50 09.60 999 0992.2 -03.9  02.2 999.0 99.0
87 03 20 23 035 18.8 23.7 08.60 12.50 09.60 999 0991.9 -04.2  02.2 999.0 99.0
87 03 21 00 032 18.5 24.7 08.80 12.50 09.70 999 0992.1 -04.4  02.2 999.0 99.0
87 03 21 01 030 19.5 24.8 09.60 12.50 10.00 999 0992.3 -04.7  02.3 999.0 99.0
87 03 21 02 033 19.2 26.1 09.30 12.50 10.00 999 0992.5 -05.0  02.3 999.0 99.0
87 03 21 03 032 19.2 24.9 09.20 12.50 10.30 999 0993.0 -05.4  02.3 999.0 99.0
87 03 21 04 030 18.1 23.9 08.60 12.50 09.80 999 0993.6 -05.4  02.3 999.0 99.0
87 03 21 05 028 18.9 23.8 08.40 12.50 09.90 999 0994.3 -05.7  02.3 999.0 99.0
87 03 21 06 029 19.2 25.8 10.10 12.50 10.70 999 0994.8 -06.1  02.3 999.0 99.0
87 03 21 07 024 18.6 24.6 08.60 12.50 10.00 999 0996.0 -06.5  02.3 999.0 99.0
87 03 21 08 028 17.9 23.0 09.00 12.50 10.00 999 0996.7 -06.5  02.4 999.0 99.0
87 03 21 09 018 17.3 22.7 99.00 99.00 99.00 999 0997.1 -07.1  02.4 999.0 99.0
87 03 21 10 014 18.1 23.1 08.70 14.30 09.90 999 0997.5 -07.4  02.4 999.0 99.0
87 03 21 11 015 17.1 22.3 09.00 12.50 10.00 999 0997.7 -07.6  02.4 999.0 99.0
87 03 21 12 015 17.2 22.5 08.30 12.50 09.90 999 0997.9 -07.7  02.4 999.0 99.0
87 03 21 13 011 16.9 22.9 07.70 12.50 09.60 999 0998.1 -07.5  02.4 999.0 99.0
87 03 21 14 015 17.5 22.3 09.20 12.50 10.50 999 0998.4 -07.8  02.5 999.0 99.0
87 03 21 15 007 17.4 22.3 07.80 12.50 09.50 999 0998.7 -08.4  02.5 999.0 99.0
87 03 21 16 005 17.3 23.3 08.00 12.50 09.70 999 0999.0 -08.2  02.5 999.0 99.0
87 03 21 17 006 15.8 21.8 07.30 12.50 09.50 999 0999.1 -07.8  02.4 999.0 99.0
87 03 21 18 005 14.9 20.6 07.40 12.50 09.30 999 0999.9 -08.2  02.5 999.0 99.0
87 03 21 19 001 16.0 21.4 06.60 12.50 08.90 999 0999.8 -08.5  02.5 999.0 99.0
87 03 21 20 000 15.3 19.3 06.70 12.50 08.90 999 1000.1 -08.9  02.4 999.0 99.0
87 03 21 21 001 15.3 19.7 06.70 12.50 09.20 999 1000.1 -08.9  02.5 999.0 99.0
87 03 21 22 005 14.4 20.4 06.50 11.10 08.80 999 1000.4 -08.5  02.5 999.0 99.0
87 03 21 23 357 14.6 19.2 06.80 12.50 09.20 999 1000.6 -08.5  02.5 999.0 99.0
87 03 22 00 351 15.1 19.2 06.20 12.50 08.60 999 1000.3 -09.0  02.5 999.0 99.0
87 03 22 01 358 14.1 17.7 06.30 11.10 08.70 999 1000.3 -08.6  02.5 999.0 99.0
87 03 22 02 354 12.8 17.1 05.00 11.10 07.80 999 1000.2 -07.9  02.5 999.0 99.0
87 03 22 03 353 13.0 17.1 05.30 11.10 08.30 999 1000.1 -08.2  02.5 999.0 99.0
87 03 22 04 356 13.7 17.9 05.40 11.10 08.50 999 1000.0 -08.5  02.5 999.0 99.0
87 03 22 05 355 12.8 17.6 05.30 11.10 08.30 999 1000.0 -08.4  02.5 999.0 99.0
87 03 22 06 350 14.5 19.4 05.70 12.50 08.50 999 0999.8 -08.9  02.5 999.0 99.0
87 03 22 07 005 14.7 20.1 05.90 11.10 08.40 999 0999.8 -09.1  02.5 999.0 99.0
87 03 22 08 003 14.2 17.9 05.40 11.10 08.40 999 0999.6 -09.1  02.5 999.0 99.0
87 03 22 09 357 14.0 18.7 05.40 11.10 08.10 999 0999.3 -09.1  02.5 999.0 99.0
87 03 22 10 359 14.5 18.7 05.70 10.00 08.20 999 0999.0 -09.2  02.5 999.0 99.0
87 03 22 11 348 14.7 18.9 05.50 12.50 08.20 999 0998.8 -09.0  02.5 999.0 99.0
87 03 22 12 347 14.5 19.9 05.70 11.10 08.20 999 0998.4 -09.1  02.5 999.0 99.0
87 03 22 13 344 15.2 20.3 05.70 11.10 08.40 999 0998.0 -09.3  02.5 999.0 99.0
87 03 22 14 350 15.4 20.6 05.90 11.10 08.40 999 0997.4 -09.3  02.5 999.0 99.0
87 03 22 15 348 15.0 19.9 05.60 12.50 08.40 999 0996.8 -09.0  02.5 999.0 99.0
87 03 22 16 341 15.8 21.9 05.50 12.50 08.30 999 0996.6 -09.2  02.5 999.0 99.0
87 03 22 17 350 15.9 21.2 06.20 11.10 08.70 999 0996.1 -09.1  02.5 999.0 99.0
87 03 22 18 347 16.4 21.8 05.90 11.10 08.40 999 0995.6 -09.0  02.5 999.0 99.0
87 03 22 19 351 16.5 21.3 05.80 11.10 08.30 999 0995.0 -08.2  02.5 999.0 99.0
87 03 22 20 343 16.0 20.3 06.30 11.10 08.60 999 0994.6 -08.3  02.5 999.0 99.0
87 03 22 21 343 16.3 22.1 06.80 12.50 09.10 999 0994.1 -08.9  02.5 999.0 99.0
87 03 22 22 339 16.8 22.5 06.60 12.50 08.70 999 0993.8 -07.8  02.5 999.0 99.0
87 03 22 23 347 16.9 22.1 06.90 12.50 09.00 999 0993.3 -08.5  02.5 999.0 99.0
87 03 23 00 333 17.6 23.8 05.80 11.10 08.40 999 0992.4 -08.3  02.5 999.0 99.0
87 03 23 01 331 16.7 22.7 06.30 12.50 08.60 999 0992.1 -08.2  02.4 999.0 99.0
87 03 23 02 335 17.3 23.5 06.50 11.10 08.50 999 0991.2 -08.4  02.5 999.0 99.0
87 03 23 03 341 16.2 20.9 07.40 12.50 09.20 999 0991.3 -08.9  02.4 999.0 99.0
87 03 23 04 339 16.3 21.6 06.40 12.50 08.60 999 0990.5 -08.1  02.4 999.0 99.0
87 03 23 05 348 17.1 21.3 05.70 12.50 08.50 999 0990.4 -08.3  02.4 999.0 99.0
87 03 23 06 349 16.1 20.3 06.10 11.10 08.60 999 0990.4 -08.0  02.4 999.0 99.0
87 03 23 07 355 16.2 21.0 06.10 11.10 08.40 999 0990.4 -08.0  02.4 999.0 99.0
87 03 23 08 354 15.8 20.6 05.80 11.10 08.40 999 0990.6 -07.5  02.4 999.0 99.0
87 03 23 09 358 13.7 17.5 05.00 11.10 07.90 999 0990.8 -07.0  02.4 999.0 99.0
87 03 23 10 359 14.0 18.4 05.60 11.10 08.50 999 0990.7 -06.6  02.3 999.0 99.0
87 03 23 11 347 13.1 16.7 04.70 11.10 07.80 999 0990.8 -05.9  02.3 999.0 99.0
87 03 23 12 350 11.9 15.5 04.50 11.10 07.90 999 0990.9 -05.8  02.3 999.0 99.0
87 03 23 13 351 10.7 13.9 04.40 10.00 07.90 999 0991.4 -05.2  02.4 999.0 99.0
87 03 23 14 354 10.1 13.3 04.20 10.00 07.60 999 0991.7 -05.2  02.4 999.0 99.0
87 03 23 15 347 10.6 14.3 03.50 11.10 07.30 999 0991.8 -05.1  02.3 999.0 99.0
87 03 23 16 356 09.9 12.3 03.90 10.00 07.70 999 0992.1 -05.0  02.3 999.0 99.0
87 03 23 17 002 10.8 14.6 03.50 10.00 07.20 999 0992.2 -05.1  02.4 999.0 99.0
87 03 23 18 355 11.3 14.4 03.30 10.00 06.90 999 0992.6 -04.8  02.3 999.0 99.0
87 03 23 19 351 10.9 14.3 03.30 09.10 06.70 999 0992.6 -05.1  02.3 999.0 99.0
87 03 23 20 341 11.7 16.2 03.10 09.10 06.40 999 0992.9 -05.0  02.2 999.0 99.0
87 03 23 21 347 12.2 15.4 03.00 07.70 06.20 999 0993.2 -05.1  02.2 999.0 99.0
87 03 23 22 357 11.1 13.7 03.10 09.10 06.40 999 0993.6 -05.7  02.2 999.0 99.0
87 03 23 23 349 10.9 13.4 03.20 09.10 06.60 999 0993.7 -05.5  02.2 999.0 99.0
87 03 24 00 355 10.3 12.7 02.90 09.10 06.40 999 0994.0 -05.8  02.2 999.0 99.0
87 03 24 01 352 09.4 11.9 03.00 09.10 06.40 999 0994.4 -05.6  02.2 999.0 99.0
87 03 24 02 351 09.0 11.4 02.90 09.10 06.60 999 0994.7 -06.0  02.2 999.0 99.0
87 03 24 03 344 10.3 13.6 02.70 09.10 06.40 999 0994.9 -05.9  02.1 999.0 99.0
87 03 24 04 347 09.7 11.9 02.60 09.10 06.30 999 0995.6 -05.8  02.1 999.0 99.0
87 03 24 05 347 09.7 12.1 02.40 09.10 06.30 999 0996.2 -05.4  02.1 999.0 99.0
87 03 24 06 343 08.7 12.1 02.30 08.30 06.30 999 0996.9 -05.5  02.1 999.0 99.0
87 03 24 07 348 08.9 12.0 02.70 09.10 06.70 999 0997.3 -05.6  02.1 999.0 99.0
87 03 24 08 342 08.6 10.7 02.50 09.10 06.40 999 0997.8 -05.2  02.2 999.0 99.0
87 03 24 09 342 08.2 10.4 02.40 08.30 06.50 999 0997.9 -04.9  02.1 999.0 99.0
87 03 24 10 328 07.8 09.7 02.20 08.30 06.20 999 0998.1 -04.4  02.1 999.0 99.0
87 03 24 11 340 08.0 10.2 02.30 08.30 06.30 999 0998.5 -04.4  02.2 999.0 99.0
87 03 24 12 327 08.8 11.1 02.10 07.70 06.30 999 0998.6 -03.7  02.2 999.0 99.0
87 03 24 13 318 09.7 12.5 02.00 07.10 05.70 999 0998.7 -02.8  02.3 999.0 99.0
87 03 24 14 313 11.1 13.9 02.00 06.70 05.70 999 0998.8 -02.6  02.3 999.0 99.0
87 03 24 15 305 11.2 13.5 02.00 06.30 05.50 999 0999.0 -03.0  02.3 999.0 99.0
87 03 24 16 305 11.6 14.5 02.30 06.30 05.80 999 0999.0 -02.9  02.2 999.0 99.0
87 03 24 17 318 05.1 07.9 02.00 06.70 05.80 999 0999.7 -01.6  02.3 999.0 99.0
87 03 24 18 058 06.6 08.1 01.90 07.10 05.80 999 1000.6 -01.7  02.2 999.0 99.0
87 03 24 19 053 07.9 09.5 01.90 07.10 05.80 999 1001.4 -01.0  02.2 999.0 99.0
87 03 24 20 041 09.5 12.3 01.90 06.70 05.60 999 1002.0 -00.8  02.3 999.0 99.0
87 03 24 21 035 09.4 11.8 01.90 05.90 05.50 999 1003.1 -01.4  02.3 999.0 99.0
87 03 24 22 020 09.5 11.5 01.90 07.10 05.50 999 1003.9 -02.3  02.3 999.0 99.0
87 03 24 23 014 08.7 11.6 01.90 06.70 05.60 999 1004.4 -02.4  02.3 999.0 99.0
87 03 25 00 012 08.9 11.5 02.00 06.30 05.70 999 1005.1 -02.8  02.3 999.0 99.0
87 03 25 01 356 09.3 12.0 02.00 06.70 05.70 999 1005.8 -03.0  02.3 999.0 99.0
87 03 25 02 003 10.4 13.3 01.90 06.70 05.50 999 1006.3 -02.8  02.2 999.0 99.0
87 03 25 03 352 09.9 14.3 02.20 07.10 05.90 999 1007.0 -02.7  02.2 999.0 99.0
87 03 25 04 346 10.6 13.8 03.00 07.70 06.40 999 1007.6 -02.7  02.2 999.0 99.0
87 03 25 05 347 10.7 13.9 03.10 08.30 06.60 999 1008.4 -02.8  02.2 999.0 99.0
87 03 25 06 340 12.5 15.9 03.30 08.30 06.90 999 1009.2 -03.0  02.2 999.0 99.0
87 03 25 07 341 12.8 16.2 03.10 08.30 06.70 999 1009.9 -03.1  02.2 999.0 99.0
87 03 25 08 339 12.5 15.4 03.00 08.30 06.50 999 1010.7 -03.1  02.2 999.0 99.0
87 03 25 09 335 12.6 16.3 03.30 09.10 06.50 999 1011.2 -02.8  02.3 999.0 99.0
87 03 25 10 327 13.5 16.9 03.30 08.30 06.80 999 1011.7 -03.3  02.3 999.0 99.0
87 03 25 11 321 12.6 16.5 03.70 09.10 06.90 999 1012.5 -03.9  02.3 999.0 99.0
87 03 25 12 328 12.5 16.2 03.40 08.30 06.80 999 1013.4 -03.5  02.3 999.0 99.0
87 03 25 13 336 12.3 16.1 03.30 08.30 06.60 999 1013.8 -03.4  02.3 999.0 99.0
87 03 25 14 320 11.8 14.9 03.50 08.30 06.80 999 1014.5 -03.7  02.3 999.0 99.0
87 03 25 15 334 11.7 15.1 03.50 09.10 07.00 999 1014.7 -03.2  02.3 999.0 99.0
87 03 25 16 338 11.5 15.5 03.10 09.10 06.70 999 1015.0 -03.2  02.2 999.0 99.0
87 03 25 17 317 11.4 14.8 03.00 08.30 06.50 999 1015.8 -03.4  02.3 999.0 99.0
87 03 25 18 330 11.7 14.8 02.90 09.10 06.40 999 1016.6 -03.3  02.3 999.0 99.0
87 03 25 19 327 11.0 15.1 02.70 09.10 06.30 999 1017.1 -03.6  02.2 999.0 99.0
87 03 25 20 315 10.4 14.7 02.80 09.10 06.50 999 1017.8 -03.5  02.2 999.0 99.0
87 03 25 21 332 09.7 12.7 02.50 09.10 06.30 999 1018.2 -03.8  02.2 999.0 99.0
87 03 25 22 323 08.6 11.2 02.40 08.30 06.20 999 1018.7 -03.6  02.2 999.0 99.0
87 03 25 23 314 08.3 11.5 02.60 08.30 06.50 999 1019.4 -03.0  02.2 999.0 99.0
87 03 26 00 309 07.8 10.2 02.50 08.30 06.50 999 1019.8 -03.3  02.2 999.0 99.0
87 03 26 01 312 06.5 08.3 02.30 08.30 06.10 999 1020.0 -02.9  02.2 999.0 99.0
87 03 26 02 307 06.4 08.4 02.00 08.30 05.90 999 1020.5 -03.1  02.2 999.0 99.0
87 03 26 03 308 06.0 08.3 01.90 07.70 05.90 999 1020.8 -03.0  02.2 999.0 99.0
87 03 26 04 321 05.6 08.2 01.90 07.70 06.00 999 1021.4 -02.9  02.3 999.0 99.0
87 03 26 05 308 04.3 05.8 01.80 07.70 06.00 999 1021.5 -02.6  02.3 999.0 99.0
87 03 26 06 315 02.2 03.6 01.80 07.70 06.10 999 1021.9 -02.8  02.2 999.0 99.0
87 03 26 07 322 01.7 03.0 01.60 07.10 06.00 999 1022.0 -02.7  02.2 999.0 99.0
87 03 26 08 190 00.9 01.8 01.60 07.70 06.10 999 1021.5 -02.6  02.2 999.0 99.0
87 03 26 09 167 02.2 04.0 01.50 07.10 06.00 999 1020.9 -02.4  02.2 999.0 99.0
87 03 26 10 178 04.0 05.5 01.40 07.10 06.10 999 1020.3 -02.1  02.2 999.0 99.0
87 03 26 11 173 05.9 06.7 01.30 07.10 06.00 999 1019.7 -01.9  02.2 999.0 99.0
87 03 26 12 178 07.6 08.7 01.40 07.10 06.20 999 1019.4 -01.6  02.2 999.0 99.0
87 03 26 13 166 08.5 10.3 01.20 06.70 05.30 999 1017.9 -01.4  02.2 999.0 99.0
87 03 26 14 169 09.5 11.9 01.30 06.70 05.10 999 1016.7 -01.1  02.2 999.0 99.0
87 03 26 15 167 10.4 12.5 01.30 04.20 04.80 999 1016.0 -00.6  02.2 999.0 99.0
87 03 26 16 157 11.0 13.3 01.40 04.80 04.90 999 1014.2 -00.4  02.2 999.0 99.0
87 03 26 17 152 12.1 15.3 01.60 05.30 05.00 999 1012.2 -00.1  02.2 999.0 99.0
87 03 26 18 150 13.5 16.3 01.80 05.60 05.10 999 1010.3 -00.3  02.3 999.0 99.0
87 03 26 19 150 14.2 17.5 02.20 06.30 05.50 999 1008.1 -00.3  02.3 999.0 99.0
87 03 26 20 152 13.8 18.1 02.50 06.70 05.80 999 1006.2  00.0  02.3 999.0 99.0
87 03 26 21 156 15.9 21.3 03.20 07.10 06.20 999 1004.4 -00.2  02.3 999.0 99.0
87 03 26 22 149 15.3 19.9 03.50 07.70 06.20 999 1002.3  00.0  02.3 999.0 99.0
87 03 26 23 151 15.5 19.9 04.40 08.30 06.80 999 1000.1  00.3  02.3 999.0 99.0
87 03 27 00 155 16.2 20.8 04.70 09.10 07.00 999 0997.6  00.4  02.3 999.0 99.0
87 03 27 01 161 15.2 20.1 05.50 09.10 07.60 999 0995.9  00.4  02.3 999.0 99.0
87 03 27 02 172 13.7 18.5 05.60 10.00 07.90 999 0994.6  00.6  02.3 999.0 99.0
87 03 27 03 184 12.7 16.9 05.40 11.10 08.00 999 0993.2  01.0  02.3 999.0 99.0
87 03 27 04 199 10.7 14.0 06.40 12.50 08.90 999 0992.8  01.6  02.3 999.0 99.0
87 03 27 05 228 08.0 10.9 05.30 12.50 08.70 999 0992.8  02.1  02.3 999.0 99.0
87 03 27 06 233 07.1 09.3 05.50 11.10 08.90 999 0992.9  02.0  02.3 999.0 99.0
87 03 27 07 248 08.0 10.3 05.30 12.50 09.20 999 0993.2  01.8  02.3 999.0 99.0
87 03 27 08 242 07.0 09.1 05.20 12.50 09.30 999 0993.4  01.8  02.3 999.0 99.0
87 03 27 09 245 08.9 11.1 05.50 12.50 09.50 999 0993.2  01.6  02.3 999.0 99.0
87 03 27 10 239 08.3 10.6 04.80 12.50 09.10 999 0993.2  01.6  02.2 999.0 99.0
87 03 27 11 231 08.3 10.5 05.20 12.50 09.10 999 0993.1  01.5  02.2 999.0 99.0
87 03 27 12 226 10.2 12.4 04.60 11.10 08.60 999 0992.9  00.7  02.2 999.0 99.0
87 03 27 13 223 08.6 10.4 04.20 11.10 08.20 999 0992.7  01.2  02.2 999.0 99.0
87 03 27 14 229 08.0 10.2 04.10 11.10 08.20 999 0992.7  01.2  02.4 999.0 99.0
87 03 27 15 230 06.4 08.4 04.00 11.10 08.00 999 0992.6  00.2  02.4 999.0 99.0
87 03 27 16 225 08.8 11.1 04.00 11.10 08.30 999 0992.4  01.1  02.4 999.0 99.0
87 03 27 17 223 08.7 10.6 04.10 11.10 08.30 999 0992.2  01.2  02.4 999.0 99.0
87 03 27 18 209 08.7 10.8 03.60 11.10 07.80 999 0992.2  00.8  02.3 999.0 99.0
87 03 27 19 217 08.2 09.9 03.60 11.10 08.00 999 0992.3  01.1  02.2 999.0 99.0
87 03 27 20 217 08.0 10.4 03.60 11.10 08.00 999 0992.2  01.1  02.2 999.0 99.0
87 03 27 21 222 08.9 11.3 04.00 11.10 08.60 999 0992.2  01.0  02.2 999.0 99.0
87 03 27 22 212 08.2 09.9 04.10 12.50 08.70 999 0992.1  01.3  02.3 999.0 99.0
87 03 27 23 209 09.6 11.5 03.70 12.50 08.20 999 0991.8  01.3  02.3 999.0 99.0
87 03 28 00 209 08.9 11.3 04.10 12.50 08.80 999 0991.6  01.2  02.4 999.0 99.0
87 03 28 01 229 08.4 10.7 04.50 12.50 09.10 999 0991.3  01.0  02.5 999.0 99.0
87 03 28 02 213 07.8 09.7 04.40 12.50 09.00 999 0991.0  00.9  02.6 999.0 99.0
87 03 28 03 242 04.7 06.1 04.40 14.30 09.20 999 0991.1  00.0  02.6 999.0 99.0
87 03 28 04 237 07.4 09.7 04.90 14.30 10.00 999 0991.0  01.3  02.6 999.0 99.0
87 03 28 05 221 06.3 08.4 05.00 14.30 10.00 999 0991.1  00.6  02.5 999.0 99.0
87 03 28 06 213 06.0 07.5 04.90 14.30 10.10 999 0991.2  00.6  02.5 999.0 99.0
87 03 28 07 219 07.5 09.4 05.20 16.70 10.30 999 0991.2  00.9  02.5 999.0 99.0
87 03 28 08 223 07.3 09.1 05.30 16.70 10.60 999 0991.4  00.9  02.4 999.0 99.0
87 03 28 09 218 07.9 10.1 04.50 14.30 09.60 999 0991.4  00.8  02.4 999.0 99.0
87 03 28 10 218 07.5 09.4 05.00 16.70 10.20 999 0991.4  00.8  02.3 999.0 99.0
87 03 28 11 217 07.4 09.5 04.10 14.30 09.00 999 0991.4  00.8  02.4 999.0 99.0
87 03 28 12 213 07.8 09.4 05.10 14.30 10.20 999 0991.3  00.7  02.4 999.0 99.0
87 03 28 13 204 07.6 09.7 04.80 14.30 10.00 999 0991.2  00.7  02.5 999.0 99.0
87 03 28 14 200 07.5 09.1 04.60 14.30 09.70 999 0991.1  00.6  02.5 999.0 99.0
87 03 28 15 185 06.8 08.7 04.00 14.30 09.20 999 0991.1  00.5  02.5 999.0 99.0
87 03 28 16 179 07.0 08.5 04.90 14.30 10.10 999 0990.9  00.5  02.4 999.0 99.0
87 03 28 17 186 08.1 09.9 04.40 14.30 09.30 999 0990.7 -00.1  02.5 999.0 99.0
87 03 28 18 192 06.9 08.9 03.90 14.30 08.70 999 0990.9  00.3  02.4 999.0 99.0
87 03 28 19 182 06.7 09.0 04.30 14.30 09.70 999 0990.9  00.5  02.4 999.0 99.0
87 03 28 20 175 07.0 08.6 04.10 14.30 09.30 999 0990.9  00.7  02.4 999.0 99.0
87 03 28 21 176 07.8 09.4 03.40 14.30 08.50 999 0990.8 -00.2  02.3 999.0 99.0
87 03 28 22 236 04.5 05.8 04.00 14.30 09.10 999 0991.0 -00.3  02.3 999.0 99.0
87 03 28 23 187 06.7 08.2 03.90 14.30 09.40 999 0990.7  01.0  02.3 999.0 99.0
87 03 29 00 198 06.9 08.7 03.50 14.30 09.00 999 0990.5  00.8  02.3 999.0 99.0
87 03 29 01 179 06.4 07.7 03.90 14.30 09.40 999 0990.3  01.1  02.4 999.0 99.0
87 03 29 02 169 06.2 07.9 03.40 12.50 08.70 999 0989.8  01.0  02.5 999.0 99.0
87 03 29 03 217 06.3 08.5 03.50 12.50 08.90 999 0989.7  00.0  02.5 999.0 99.0
87 03 29 04 192 04.9 06.9 03.40 12.50 08.90 999 0989.4  00.0  02.4 999.0 99.0
87 03 29 05 240 06.0 07.9 03.60 12.50 08.90 999 0988.9  00.5  02.4 999.0 99.0
87 03 29 06 253 07.8 09.9 03.90 12.50 08.80 999 0988.9  00.7  02.4 999.0 99.0
87 03 29 07 258 08.7 11.5 04.30 12.50 08.50 999 0988.7  00.0  02.4 999.0 99.0
87 03 29 08 263 09.1 13.1 04.60 12.50 08.40 999 0988.8  00.2  02.5 999.0 99.0
87 03 29 09 252 08.7 10.7 04.80 12.50 08.50 999 0988.6  00.7  02.4 999.0 99.0
87 03 29 10 249 09.6 12.0 04.90 12.50 08.70 999 0988.4  00.6  02.4 999.0 99.0
87 03 29 11 269 06.1 08.2 05.00 12.50 09.00 999 0988.3  00.5  02.4 999.0 99.0
87 03 29 12 266 06.9 08.5 04.70 12.50 09.00 999 0988.1  00.4  02.4 999.0 99.0
87 03 29 13 265 07.3 09.5 04.50 12.50 09.10 999 0988.0  00.7  02.4 999.0 99.0
87 03 29 14 281 06.8 08.4 04.70 12.50 09.40 999 0987.9  00.5  02.4 999.0 99.0
87 03 29 15 302 07.8 09.7 04.60 12.50 08.90 999 0987.9  00.0  02.4 999.0 99.0
